starting_time,ending_time,Tag
00:00:55,00:01:10,8
00:03:29,00:03:48,8
00:00:00,00:00:00,8
00:02:30,00:02:45,6
00:00:00,00:00:00,6
00:00:00,00:00:00,6
00:00:10,00:00:25,3
00:01:45,00:02:50,3
00:03:10,00:03:15,3
00:00:17,00:01:07,5
00:00:25,00:01:06,5
00:00:00,00:00:00,5
