starting_time,ending_time,Tag
00:00:17,00:01:07,5
00:00:25,00:01:06,5
00:00:00,00:00:00,5
00:00:10,00:00:25,3
00:01:45,00:02:50,3
00:03:10,00:03:15,3
00:01:38,00:03:30,7
00:00:00,00:00:00,7
00:00:00,00:00:00,7
00:01:40,00:02:34,2
00:03:20,00:03:41,2
00:00:15,00:00:22,2
00:03:29,00:03:49,4
00:02:30,00:02:49,4
00:03:31,00:03:40,4
00:00:55,00:01:10,1
00:01:47,00:03:00,1
00:03:30,00:03:48,1
