starting_time,ending_time,Tag
00:00:55,00:01:10,1
00:01:47,00:03:00,1
00:03:30,00:03:48,1
00:01:38,00:03:30,7
00:00:00,00:00:00,7
00:00:00,00:00:00,7
00:00:55,00:01:10,8
00:03:29,00:03:48,8
00:00:00,00:00:00,8
00:03:29,00:03:49,4
00:02:30,00:02:49,4
00:03:31,00:03:40,4
