starting_time,ending_time,Tag
00:02:30,00:02:45,6
00:00:00,00:00:00,6
00:00:00,00:00:00,6
00:03:29,00:03:49,4
00:02:30,00:02:49,4
00:03:31,00:03:40,4
00:01:40,00:02:34,2
00:03:20,00:03:41,2
00:00:15,00:00:22,2
00:00:10,00:00:25,3
00:01:45,00:02:50,3
00:03:10,00:03:15,3
