starting_time,ending_time,Tag
00:01:38,00:03:30,7
00:00:00,00:00:00,7
00:00:00,00:00:00,7
00:03:29,00:03:49,4
00:02:30,00:02:49,4
00:03:31,00:03:40,4
00:02:30,00:02:45,6
00:00:00,00:00:00,6
00:00:00,00:00:00,6
